15771409,1,26.67,4.25,2,13,4,4.29,1,1,1,1,2,120,1,1
15779207,0,27.33,1.665,2,1,1,0,0,0,0,0,2,340,2,0
15814116,1,42.08,1.04,2,9,4,5,1,1,6,1,2,500,10001,1
15665087,0,18.25,10,2,9,4,1,0,1,1,0,2,120,2,0
15611189,0,28.5,1,2,11,4,1,1,1,2,1,2,167,501,0
15729718,0,21.5,6,2,6,4,2.5,1,1,3,0,2,80,919,1
15733602,1,21.83,11,2,14,4,0.29,1,1,6,0,2,121,1,1
15620103,1,21.92,0.5,2,8,4,0.125,0,0,0,0,2,360,1,0
15770406,1,32.67,9,1,9,8,5.25,1,0,0,1,2,154,1,1
15800554,0,45.33,1,2,11,4,0.125,0,0,0,1,2,263,1,0
15611409,0,23.58,0.585,1,1,1,0.125,0,0,0,0,2,120,88,0
15646535,0,17.92,0.54,2,8,4,1.75,0,1,1,1,2,80,6,0
15575430,1,33,2.5,1,9,4,7,0,0,0,1,2,280,1,0
15711299,0,22.67,0.335,2,11,4,0.75,0,0,0,0,1,160,1,0
15642063,1,34.67,1.08,2,7,4,1.165,0,0,0,0,1,28,1,0
15706602,1,29.67,1.415,2,9,8,0.75,1,1,1,0,2,240,101,1
15592773,1,31.83,2.5,2,6,4,7.5,1,0,0,1,2,523,1,0
15786539,0,20.67,1.835,2,11,4,2.085,1,1,5,0,2,220,2504,1
15737542,1,33.75,2.75,2,3,5,0,0,0,0,0,2,180,1,0
15590234,1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,1
15773776,0,35.42,12,2,11,8,14,1,1,8,0,2,0,6591,1
15728082,1,31.92,4.46,2,13,8,6.04,1,1,3,0,2,311,301,1
15609987,0,22.67,0.79,2,3,4,0.085,0,0,0,0,2,144,1,0
15735330,1,26.67,14.585,2,3,5,0,0,0,0,1,2,178,1,0
15649430,1,44,2,2,7,4,1.75,1,1,2,1,2,0,16,1
15768777,1,30.17,1.085,1,8,4,0.04,0,0,0,0,2,170,180,0
15777893,1,37.75,7,2,11,8,11.5,1,1,7,1,2,300,6,0
15791326,1,17.08,0.085,1,8,4,0.04,0,0,0,0,2,140,723,0
15615176,1,49.17,2.29,2,1,1,0.29,0,0,0,0,2,200,4,0
