15750921,1,49.5,7.585,2,3,5,7.585,1,1,15,1,2,0,5001,1
15701687,1,80.25,5.5,2,8,4,0.54,1,0,0,0,2,0,341,0
15728906,1,29.25,13,2,2,8,0.5,0,0,0,0,2,228,1,0
15670029,0,16.92,0.5,2,3,4,0.165,0,1,6,1,2,240,36,0
15763579,0,16,0.165,2,6,4,1,0,1,2,1,2,320,2,0
15728010,1,60.08,14.5,2,1,1,18,1,1,15,1,2,0,1001,1
15663194,1,28,2,2,4,8,4.165,1,1,2,1,2,181,1,1
15736510,1,41.5,1.54,2,3,5,3.5,0,0,0,0,2,216,1,1
15745804,1,24.08,9,2,6,4,0.25,0,0,0,1,2,0,1,0
15631451,1,24.5,13.335,1,6,4,0.04,0,0,0,1,2,120,476,0
15746995,1,34.75,15,2,12,7,5.375,1,1,9,1,2,0,135,1
15730673,1,33.67,1.25,2,9,4,1.165,0,0,0,0,2,120,1,0
15734649,0,40.83,10,2,11,8,1.75,1,0,0,0,2,29,838,1
15701081,1,20.42,1.835,2,8,4,2.25,1,1,1,0,2,100,151,1
15632503,1,37.5,1.125,1,2,4,1.5,0,0,0,1,2,431,1,1
15585928,1,48.5,4.25,2,7,4,0.125,1,0,0,1,2,225,1,1
15648681,1,23,0.75,2,7,4,0.5,0,0,0,1,1,320,1,0
15747757,1,35,3.375,2,8,8,8.29,0,0,0,1,2,0,1,0
15718921,1,16.33,2.75,2,6,4,0.665,0,1,1,0,2,80,22,0
15571081,1,22.67,10.5,2,11,8,1.335,1,0,0,0,2,100,1,1
15734578,0,21.75,11.75,2,8,4,0.25,0,0,0,1,2,180,1,0
15579583,0,25.08,2.54,1,6,4,0.25,1,0,0,1,2,370,1,1
15622729,1,36.33,2.125,1,9,4,0.085,1,1,1,0,2,50,1188,1
15662189,0,28.58,3.75,2,8,4,0.25,0,1,1,1,2,40,155,0
15692718,1,22.17,12.125,2,8,4,3.335,0,1,2,1,2,180,174,0
15762716,1,34.17,1.54,2,13,4,1.54,1,1,1,1,2,520,50001,1
15724851,1,35,2.5,2,3,4,1,0,0,0,1,2,210,1,0
15587266,1,28.58,3.625,2,6,4,0.25,0,0,0,1,2,100,1,0
15675926,0,19.17,5.415,2,3,8,0.29,0,0,0,0,2,80,485,0
15706268,1,23.25,1,2,8,4,0.835,1,0,0,0,1,300,1,1
15581871,1,16.5,0.125,2,8,4,0.165,0,0,0,0,2,132,1,0
15666166,0,20.08,0.125,2,11,4,1,0,1,1,0,2,240,769,1
15671582,1,22.33,11,2,9,4,2,1,1,1,0,2,80,279,1
15680901,1,34,5.085,1,3,5,1.085,0,0,0,1,2,480,1,0
15642336,0,57.08,0.335,2,3,5,1,1,0,0,1,2,252,2198,0
15653147,1,16.25,0.835,2,7,4,0.085,1,0,0,0,1,200,1,0
15571284,1,32.83,2.5,2,13,8,2.75,1,1,6,0,2,160,2073,1
15591360,1,48.25,25.085,2,9,4,1.75,1,1,3,0,2,120,15,1
15810485,1,34.17,2.75,2,3,5,2.5,0,0,0,1,2,232,201,0
15611973,1,18.33,1.21,1,10,2,0,0,0,0,0,2,100,1,0
15735572,1,44.25,0.5,2,7,4,10.75,1,0,0,0,1,400,1,0
15567860,1,38.92,1.75,2,4,4,0.5,0,0,0,1,2,300,3,0
15795690,1,31.58,0.75,1,6,4,3.5,0,0,0,1,2,320,1,0
15706464,1,25.08,1.71,2,14,4,1.665,1,1,1,1,2,395,21,1
15725028,1,65.42,11,2,10,9,20,1,1,7,1,2,22,1,1
15751167,1,41.33,0,2,8,5,15,1,0,0,0,2,0,1,1
15633944,1,31.25,1.125,2,1,1,0,0,1,1,0,2,96,20,0
15672637,0,36.75,4.71,2,1,1,0,0,0,0,0,2,160,1,0
15680895,1,32.33,7.5,2,10,5,1.585,1,0,0,1,1,420,1,0
15793825,0,31.92,3.125,2,1,1,3.04,0,1,2,1,2,200,5,0
15611318,1,24.83,2.75,2,8,4,2.25,1,1,6,0,2,184,601,1
15768474,1,21.92,0.54,1,14,4,0.04,1,1,1,1,2,840,60,1
15716276,1,34.25,3,2,13,8,7.415,1,0,0,1,2,0,1,1
15623668,1,51.83,3,1,1,1,1.5,0,0,0,0,2,180,5,0
15696361,0,31.57,1.5,2,1,1,0,0,1,2,1,2,200,106,0
15607988,1,38.42,0.705,2,8,4,0.375,0,1,2,0,2,225,501,0
15637891,1,39.17,1.71,2,14,4,0.125,1,1,5,1,2,480,1,1
15789865,1,18.17,2.46,2,8,7,0.96,0,1,2,1,2,160,588,0
15627190,1,39,5,2,13,4,3.5,1,1,10,1,2,0,1,1
15788224,1,20,11.045,2,8,4,2,0,0,0,1,2,136,1,0
15702149,1,32.75,2.335,2,2,8,5.75,0,0,0,1,2,292,1,0
15708236,1,18.58,5.71,2,2,4,0.54,0,0,0,0,2,120,1,0
15568469,0,15.83,7.625,2,11,4,0.125,0,1,1,1,2,0,161,0
15764444,1,39.33,5.875,2,13,8,10,1,1,14,1,2,399,1,1
15794204,0,19.58,0.665,2,9,4,1.665,0,0,0,0,2,220,6,0
15807546,1,21.33,10.5,2,8,4,3,1,0,0,1,2,0,1,1
15782159,0,22.67,0.75,2,8,4,2,0,1,2,1,2,200,395,0
15618703,1,25.67,3.25,2,8,8,2.29,0,1,1,1,2,416,22,0
15793317,1,21.08,10.085,1,10,8,1.25,0,0,0,0,2,260,1,0
15740487,0,49,1.5,2,5,3,0,1,0,0,1,2,100,28,0
15722479,1,20.67,5.29,2,11,4,0.375,1,1,1,0,2,160,1,0
15688264,0,19.67,0.21,2,11,8,0.29,1,1,11,0,2,80,100,1
15583067,1,21.83,0.25,2,2,8,0.665,1,0,0,1,2,0,1,1
15686670,1,26.83,0.54,2,4,1,0,0,0,0,0,2,100,1,0
15593345,0,38.58,5,2,13,4,13.5,1,0,0,1,2,980,1,0
15811690,0,50.08,12.54,2,6,4,2.29,1,1,3,1,2,156,1,1
15734008,0,15.75,0.375,2,8,4,1,0,0,0,0,2,120,19,0
15771856,0,24.5,12.75,2,8,5,4.75,1,1,2,0,2,73,445,1
15762045,1,21,4.79,1,9,4,2.25,1,1,1,1,2,80,301,1
15778142,1,22.08,11,2,13,4,0.665,1,0,0,0,2,100,1,1
15689268,1,54.58,9.415,2,1,1,14.415,1,1,11,1,2,30,301,1
15721507,1,18.08,5.5,2,4,4,0.5,1,0,0,0,2,80,1,1
15750476,1,36.67,4.415,1,4,4,0.25,1,1,10,1,2,320,1,1
15810723,1,38.17,10.125,2,14,4,2.5,1,1,6,0,2,520,197,1
15787229,1,21.83,1.54,2,4,4,0.085,0,0,0,1,2,356,1,0
15570508,0,51.92,6.5,2,3,5,3.085,0,0,0,1,2,73,1,0
15617065,1,22.17,2.25,2,3,4,0.125,0,0,0,0,2,160,11,0
15689786,1,52.42,1.5,2,2,4,3.75,0,0,0,1,2,0,351,0
15648876,0,60.92,5,2,6,4,4,1,1,4,0,2,0,100,1
15802106,1,20.17,5.625,2,9,4,1.71,1,0,0,0,1,120,1,1
15773869,1,23.25,4,2,8,5,0.25,1,0,0,1,2,160,1,1
15711635,1,36.17,0.42,1,9,4,0.29,0,0,0,1,2,309,3,0
15795527,0,42.25,1.75,1,8,4,0,0,0,0,1,2,150,2,0
15759133,1,23.58,0.835,2,3,8,0.085,0,0,0,1,2,220,6,0
15679394,0,36,1,2,8,4,2,1,1,11,0,2,0,457,1
15801072,1,39.58,5,2,1,1,0,0,1,2,0,2,17,2,0
15646082,0,18.83,4.415,1,8,8,3,1,0,0,0,2,240,1,1
15796111,1,27.25,0.625,2,6,4,0.455,1,0,0,1,2,200,1,0
